seed,model,n_params,best_epoch,best_dev_kendall,test_kendall,test_perfect,test_accuracy,test_hamming
1,pot,332548,6,0.1196140350877193,0.10940350877192984,0.0,0.17216666666666666,0.8278333333333333
2,pot,332548,49,0.10252631578947367,0.09708771929824561,0.0,0.16333333333333333,0.8366666666666667
3,pot,332548,36,0.10322807017543859,0.07821052631578947,0.0,0.15683333333333332,0.8431666666666666
