seed,model,n_params,best_epoch,best_dev_kendall,test_kendall,test_perfect,test_accuracy,test_hamming
1,baseline,199552,23,0.1375,0.11783333333333332,0.0,0.204375,0.795625
2,baseline,199552,50,0.12427777777777779,0.11477777777777778,0.0,0.200625,0.799375
3,baseline,199552,15,0.1485,0.11416666666666667,0.0,0.19833333333333333,0.8016666666666666
