seed,model,n_params,best_epoch,best_dev_kendall,test_kendall,test_perfect,test_accuracy,test_hamming
1,pot,332548,37,0.1433888888888889,0.10744444444444445,0.0,0.195,0.8049999999999999
2,pot,332548,50,0.11577777777777779,0.10811111111111113,0.0,0.19708333333333333,0.8029166666666667
3,pot,332548,43,0.14883333333333332,0.11705555555555554,0.0,0.20625,0.79375
