seed,model,n_params,best_epoch,best_dev_kendall,test_kendall,test_perfect,test_accuracy,test_hamming
1,pot,332548,10,0.12616666666666665,0.10149999999999999,0.0,0.19791666666666666,0.8020833333333334
2,pot,332548,15,0.133,0.12572222222222224,0.0,0.21604166666666666,0.7839583333333333
3,pot,332548,39,0.1443333333333333,0.1123888888888889,0.0,0.19041666666666668,0.8095833333333333
